"Полученные числа наглядно показывают, почему нам не хватит одной метрики по кадрам. Потому что не совсем понятно, о чем эти числа нам говорят. Возьмем значение 153.8 ms. Это много или мало? Какую чиселку мне нужно здесь увидеть, чтобы я пошел и сказал менеджеру «смотри, мы все поправили»? Как она связана с теми самыми 1-2 секундами при открытии экрана?

Никак не связана! Единственное, что мы понимаем: чем ниже число, тем лучше. Мы можем воспринимать эти измерения как baseline, на который будем смотреть и следить, что метрика не идет вниз.
",0,11
"Когда мы решили удалить ее (и другие подобные кейсы) из начальной композиции, мы увидели сильный прирост производительности. Это показательный пример того, как добавляя слишком много всего в начальную композицию, можно нанести вред перформансу. Это стало для нас настоящим открытием. Но теперь мы стараемся следовать этому правилу и не добавлять в композицию того, что не должно быть видно.
",0,12
"Для некоторых из вас содержание этой статьи окажется знакомым, особенно, если вы писали встраиваемый или unsafe код на Rust. Но я этого не делал, поэтому решил, что будет полезным задокументировать свой опыт максимально подробно. Так что предлагаю сразу перейти к делу.

В прошлом году я написал программу Photohash для индексации своего NAS и поиска дубликатов фото без использования хэширования, независимого от поворота изображения, и перцептивного хэширования. Чтобы полноценно задействовать все ядра процессора и диски, эта программа распределяет работу между воркерами, отвечающими за вычисления и ввод-вывод. Происходит это распределение по каналам, представляющим синхронизированные очереди задач.",0,13
"Как и многие, я, как мог, сопротивлялся Test-Driven Development. Я не понимал, почему тесты нужно писать перед реализацией. Почему мы должны выворачивать разработку наизнанку и переворачивать естественный, как мне тогда казалось, процесс, с ног на голову.

Но, так или иначе, разработка через тестирование настигла и меня. Да, до сих пор получается не идеально, но значимость модульных тестов (а значит, и разработки через тестирование) сейчас мне видится неоспоримой.",0,14
"Тестировать в ручную это нудное занятие, лучше иметь набор тестов по которым мы можем проверить правильность работы нашей функции. В данном случае(сортировки) этот набор можно свести к функции, которая определяет правильно ли отсортирован массив, ранее описанной функции sorted-array?. Нам остаетстся лишь научиться правильно создавать сортируемые массивы. Тут нам может прийти на помощь ранее описанное рассширение генерирующее случаные числа, у кого оно не работает, задайте свой псевдослучайный генератор чисел.",0,15
"Как развитые лиспы(схемы) обрабатывают определения функций? Они раскрывают все макросы имеющиеся в функции, создают AST не имеющее макросов, а некоторые идут еще дальше и создать сначала код для виртуальной машины, а затем и для реальной, т.е осуществляют полную компиляцию функции. Тинисхема не из таких! Когда вы делаете в ней определение функции, она говорит ""ок"", и ничего не делая связывает код с указанной переменной(символом). Т.е тинисхема не раскрывает макросы на этапе опредления, так называемое - время компиляции, вероятно полагаясь на то, что успеет все это сделать, как нибудь потом, например во время вызова функции.",0,16
"И действительно во время вызова функции, тинисхема обходит дерево AST и при встрече макроса раскрывает его. Все бы ничего, но только тинисхема делает одно и то же раскрытие макроса, ровно столько раз, сколько раз поток выполнения функции посетит этот узел AST, т.е если мы используем какой то макрос в цикле, тинисхема раскроет этот макрос ровно столько раз, сколько раз будет выполняться цикл. Тоже самое произойдет и при рекурсивных вызовах функции. Поэтому к использованию макросов в тинисхеме надо подходить с особой осторожностью, и по возможности не применять их вообще!!!

",0,17
"До этого мой опыт прогнозирования включал в себя только построение «ручных» моделей в Excel. Мои модели обладали достаточно высокой степенью точности и устойчивости, включали в себя и сезонность, и случайные параметры в виде авторегрессионного процесса и доверительный интервал. Теперь мне предстояло использовать имеющийся опыт для построения современной и функциональной модели на Python или, если точнее, на PySpark – поскольку исходные данные по продажам у нас хранятся и ежедневно обновляются на кластере (DMP) и обращение к ним происходит с использованием Spark.",0,18
"Если вы сторонник pandas, то наверняка не раз задумывались о том, что работа с pandas DataFrame и sklearn не всегда является оптимальным решением. Но не останавливайтесь на этом. Несколько заинтересованных разработчиков создали sklearn_pandas — связующее звено между двумя пакетами. Он заменяет ColumnTransformer из sklearn на DataFrameMapper, дружественный к pandas. В последнее время я использую только sklearn_pandas и не разочарован. Жаль, что я не знал об этом раньше.",0,19
"В конечном итоге я многое сделал, чтобы справиться с этим - экспортировал свои результаты в Excel. Но не используя метод .to_excel . Вместо этого я использую smoother .to_clipboard(index=False), который копирует данные в буфер обмена. Затем я использую Ctrl + V в Excel, чтобы вставить данные в мою текущую электронную таблицу. И вот, пожалуйста, вы можете выпустить на волю зверя Excel, который сидит внутри вас.",0,20
"К тому же, нам нужно было собирать системы из множества компонентов, но без использования JavaScript. Когда мы попробовали Jmix, поняли, что для небольших проектов, например, для вывода простой статистики, это идеальный вариант. На Jmix можно писать и фронт, и бэк на одном языке — Java.

А еще у Jmix хорошая документация, так что в нем можно быстро разобраться. Плюс это open source, а значит, можно легко подключать джунов, чтобы они учились и развивались.",0,21
"Также Jmix предлагает удобный API для работы с базами данных. Это упрощает создание сложных запросов и управление данными. Можно легко интегрировать приложение с разными источниками: реляционные базы данных, MongoDB, PostgreSQL, RabbitMQ, Redis, геосервисы, NoSQL-хранилища, REST-сервисы.

Это реально облегчает жизнь разработчикам. Теперь у нас есть готовый шаблон для чат-ботов, в котором собраны все необходимые библиотеки и компоненты. Мы можем буквально за пару кликов развернуть новый проект на тестовом сервере через Docker-образ, а дальше программист подстраивает его под задачи клиента: убирает ненужное и добавляет новые фичи для бота.",0,22
"С редактированием тоже заморачиваться не надо. Например, в Jmix есть готовый плагин с дашбордами — все они информативные и понятные, а еще загружаются и настраиваются без проблем. Серьезно, в админках Python или PHP такого нет, а здесь есть. По-моему, это успех.",0,23
"Next.js — штука прекрасная, но фича его компонентного подхода может быстро стать вашим злейшим врагом, если не подойти к CSS грамотно. Один из ключей к надежному проекту — это модульность и предсказуемость CSS. Хочется не думать о том, «где оно там стилизуется», а спокойно пользоваться компонентами.",0,24
"BEM — это структурная спасалка для ваших стилей. Понятный принцип, который структурирует CSS по блокам, элементам и модификаторам. BEM-интерфейсы к Next.js модулям легко «ложатся» на CSS-модули.",0,25
"OOCSS про то, чтобы создавать стили, которые можно тасовать между компонентами, как карточную колоду. Основная идея здесь — разделяй и властвуй, а именно: разделяй стили на структуру и оформление, чтобы переиспользовать один и тот же шаблон, изменяя только визуальные детали.

Допустим, есть базовая карточка (без изображения) и карточка с изображением, где стиль .card--with-image просто меняет расположение элементов внутри карточки. Это делает стили гибкими, так что можно добавить новое оформление без изменения самой структуры.",0,26
"Как говорил классик – позвольте мне 30 секунд исторической справки. Все примерно слышали, что сайты работают через протокол HTTP/ HTTPS. Для упрощения возьмем протокол HTTP. Данный протокол текстовый (и работает поверх протокола TCP описание работы которого мы опустим), но что нам это говорит? По сути, это просто строка, в которой определенным способом хранится информация. То есть, по сути, вся работа сайта — это отправка и получение строк в определенном формате. Вот и все. Возможно, для кого-то это покажется слишком простым, но так оно и есть. Когда вы открыли сайт, на самом деле вам пришла текстовая строка, которую браузер обработал и вам отобразил.",0,27
"Составление схемы процесса с помощью BPMN — это не просто создание красивых диаграмм. Речь идет о ясности — о том, чтобы видеть не только задачи, но и то, как они связаны между собой и в чем заключается их важность. Такой взгляд с высоты птичьего полета может стать решающим фактором в выявлении и устранении недостатков, что приведет к принятию более разумных решений как в бизнес-стратегии, так и в проектировании пользовательского опыта.",0,28
"Несмотря на то, что BPMN и UX-дизайн являются представителями разных миров, у них есть общая задача: сделать так, чтобы процессы (бизнес или пользовательские) были плавными, как по маслу. Использование BPMN в вашем UX-инструментарии не только добавляет глубины вашим проектам, но и более тесно связывает их с бизнес-операциями, гарантируя, что созданное вами будет одновременно красивым и функциональным.",0,29
"Технически я мог бы использовать кэширование пакетов NPM для html и css на GitHub. Но… мне не хотелось лезть в пучину под названием NPM. Да, кто‑то скажет «но ведь это просто». И да, скорее всего и правда просто. Но эти 4 задания выполняются где‑то за 20 секунд, что меня вполне устраивает.

Не все стоит максимальной оптимизации. Если текущий результат уже устраивает, иногда стоит просто остановиться. Хотя одно изменение в установку пакетов я все же внес: добавил несколько флагов производительности, а также одновременную установку, что позволило срезать 20 секунд по сравнению с их установкой по очереди:",0,30
"freezed — один из популярнейших пакетов для генерации дата‑классов и перечислений в Dart. Но, к сожалению, он пока не генерирует дружественные классы‑патчи, чтобы можно было легко и быстро пропатчить дата‑класс в рантайме. Исправим же это!",0,31
"Казалось бы, живи и радуйся, но из‑за типа required String мы получаем двоякую ситуацию. С одной стороны, мы в любом месте в коде можем использовать любое поле из класса. С другой, если хочется иметь удаленную версию локализации для исправлений ошибок, то придется отдавать JSON со всеми полями сразу, пропусти одно поле и конструктор fromJson упадет с ошибкой.",0,32
"Погодите, все, чем пользуется freezed есть в конструкторе класса и нам тоже хватит этих данных. Классы Locale и LocalePatch отличаются только типами, а функция patch оперирует только полями этих классов!

Начнем с пакета с аннотацией — locale_gen_annotation.",0,33
"Экосистема языка Dart позволяет очень просто писать, настраивать и запускать множество кодогенераторов. Вы не поверите, сколько рутинных задач станут проще, если уделить этой области немного времени! А данного примера вполне хватит для начала.",0,34
"Но «отрубать» всю котельную не лучшее решение. Та же автоматика работает в очень широком диапазоне питающего напряжения. И однофазные потребители не боятся проблем в тех фазах, которые их не питают.  Вот так бы отключать только тех потребителей, для которых это нарушение критично… Не вопрос. С учетом низкой стоимости WB-MAP3ET (6300 рублей на 01.11.2024) у конструктора возникла мысль сделать на нем защиту каждого двигателя (насосов, горелок) индивидуально. Мгновенная защита от короткого замыкания останется автоматическому выключателю. А все остальные «неторопливые» защиты можно осуществить скриптами на контроллере.",0,35
"Забегая вперед — так не получилось: декомпилятором получилось достать .svg файлы с картинками покемонов в формате base64, а сами экспортированные скрипты содержали в себе управление UI без самой логики игры. Был загадочный Frame 5: есть подозрения, что логика может быть спрятанна в нем, но сам декомпилятор безбожно зависал при попытке достать оттуда данные. При выборе опции ""экспортировать все"", этот фрейм не попадал в экспорт.",0,36
"дебажить .css опираясь на ваш визуальный фидбек в текстовом формате — она тоже не особо умеет; нейронка попробует разные параметры, но вы можете по итогу только потратить свое врем",0,37
"Будьте осторожны! Если вы самонадеянно посадили BOOT0 на землю на плате прямо под корпусом МК, а от SWD развели только две линии и землю (никогда так не делайте!), косяк при программировании в этом месте приведет к тому, что вы окирпичите контроллер, и чтобы раскирпичить его обратно, вам наверняка придется его выпаивать. Дело в том, что если МК уходит в STANDBY сразу же, как стартует, ST-Link к нему уже не подключится, и единственный способ выйти из этого положения - предотвратить запуск кода, переключив BOOT0. Иногда помогает Connection under reset, но только в случае, если между инициализацией и STANDBY проходит хоть какое-то время.",0,38
"Вы думали, что перейдя в режим STANDBY, МК сохранит состояние ног? Как бы не так! Он их просто бросает, как блондинка из анекдотов — руль. То есть все они оказываются сконфигурированы по умолчанию — как входы, при этом, разумеется, отваливаются и все сконфигурированные ранее внутренние подтяжки.",0,39
"Решение — оставляя часть схемы без питания, не забудьте позаботиться и о том, чтобы в нее в это время не заходили и управляющие сигналы. Кстати, это не только к странному поведению и паразитному потреблению может привести — может и сгореть. Защитные диоды на то и защитные, что стоят на крайний случай, а не для штатного их применения и постоянного пропускания через них тока.",0,40
"Кстати, обращу внимание, что М - гошная интерпретация как раз треда ОС и они маппятся 1 к 1. А то значение в трейсе, которое мы видим как threads - по-просту разница между кумулятивным количеством созданных и кумулятивным количеством высвобожденных М. К слову, отсюда еще одно наблюдение, т.к. айди М - int64 и нет никаких защит от переполнения, а даже напротив, явная паника - го-программа за весь свой жизненный цикл может создать ""всего лишь"" 4,294,967,295 тредов.

Как и ожидалось - у нас 1 процессор, но 3 машины и аж 5 горутин, 4 из которых относятся к сборщику мусора. Выключаем! Естественно во имя науки =)",0,41
"Как извечна борьба брони и патрона (пули) так и извечна борьба средств взлома и средств защиты информационных систем.

В последние годы, алгоритмы взлома почтовых систем вышли на качественно новый уровень (на мой взгляд конечно). И если раньше хватало ограничений в самой зимбре, и для ""отстрела"" диких спамеров хватало fail2ban, то сейчас этого уже мало.

Атаки стали более продолжительные и распределенные. К примеру одна сеть, насчитывающая несколько сотен (а то и тысяч) узлов, может долбиться месяцами. С одного ip-адреса попытка входа в один ящик может быть как раз в час, в несколько часов так и раз в день а то и неделю. Одновременно с этим в ту же учетную запись пытается авторизоваться другой узел, либо попытается через день. В общем отловить данные попытки стало очень сложно, и f2b уже не справляется.
",0,42
"Да и так как почтовая система распределенная, и правила защиты надо применять на нескольких узлах то сопровождение этого стало не так чтобы легким (есть ansible конечно, но не в данном случае).
Пораскинув мозгами, решили таки, попытаться придумать и реализовать систему, которая решит данную проблему - т.е. проблему частых и массовых блокировок учетных записей из-за процесса подборки паролей ботнетами.",0,43
"Я стала искать другой способ, и мне помогла статья на Хабре про автоматизацию с помощью Python. Я очень рекомендую с ней ознакомиться для полноты картины. В ней был приведен скрипт, который делает то же самое, что и “слияние”, но каждый отчет кладет в отдельный ворд. Я немного доработала его под свои нужды:

Так как в эксельке я использовала формулы для заполнения таблички, мне нужно было чтоб скрипт брал из ячеек не сами формулы, а результат их выполнения. Для этого я добавила параметр data_only=True в функцию которая считывает эксельку:

wb = openpyxl.load_workbook(filename='данные для слияния.xlsx', data_only=True)

Если не вставить этот параметр, то вот какой отчет вы можете получить:",0,44
"Воу-воу, Джонни, убери пушку! Я могу все объяснить! В предыдущей статье про std::array мы подробно рассматривали, почему в production-ready коде он ведет себя так же производительно, как и встроенный массив, а не медленнее, как иногда думают некоторые люди.

После написания такой статьи невольно появляется вопрос: а может ли наш добродушный сосед std::array быть даже быстрее своего дедушки времен C? Согласитесь, иногда приятно предаться вольнодумству и посмотреть, куда тебя это заведет. Давайте сделаем это! Чем мы, в конце концов, рискуем? Не рейдом же плюсовой инквизиции!
",0,45
"Давайте поспекулируем о том, как такое может быть. Такое ускорение может случится в двух случаях: если у std::array есть что-то, чего нет у встроенного массива, или же, наоборот, у первого нет чего-то, что есть у второго.

Но std::array реализован через массив! Мы это достаточно хорошо показали, доказывая, что std::array не медленнее встроенного массива. Значит, у него не может не быть того, что есть у массива, правильно? Значит, у него есть что-то, чего нет у его, так сказать, детали имплементации.",0,46
"И мы можем сказать, что, поскольку std::array является полноправным типом, то его объекты ведут себя как полноправные объекты: они копируются, как объекты и, как все остальные объекты, кроме массива, они не деградируют до указателя.

Помимо этого, принимающая функция всегда знает его размер на этапе компиляции, так как std::array — это шаблон класса, а значит, работать с ним будут тоже шаблоны. Знание чего-то на этапе компиляции — это всегда круто по умолчанию.
",0,47
"Как это может нам помочь?

Мы используем не просто компилятор. Мы используем оптимизирующий компилятор (во всяком случае, автор использует такой, но за всех читателей мы говорить не можем). Это значит, что он делает с нашим кодом некоторые шуры-муры, которые очень часто приводят к коду более производительному (и, возможно, даже лучшему), чем мы изначально задумывали. Это хорошая новость. Еще одна хорошая новость состоит в том, что теоретически мы можем написать код таким образом, чтобы немного помочь дружелюбному соседу оптимизатору сделать свою работу еще лучше.

Это мы и попробуем! Воспользуемся принципиальными отличиями std::array от массива, которые мы описали выше, и посмотрим, что в итоге получится.",0,48
"Произошли некоторые изменения. Обратите внимание на первую функцию, принимающую std::array. Магическим (а на самом деле нет) образом там теперь фигурируют не просто регистры, а векторные регистры. Все, что имеет префикс XMM, работает с векторами, а не со скалярами. Это значит, что за раз обрабатывается несколько скалярных значений одновременно. В GCC векторные прибамбасы включаются по умолчанию вместе с флажком -O2, начиная с версии 12.1.

Размер одного такого регистра составляет 128 бит. В них размещаются скалярные значения. В зависимости от того, что мы туда кладем, количество этих значений может меняться. Меняется оно в зависимости от размера типов: скаляров размеров в 8 бит туда вместится явно больше, чем скаляров размером в 16 бит. Это все понятно. Мы просто хотим сказать, что туда можно класть разные типы, но всегда единообразные.",0,49
"Я знаю, я знаю. Много ассемблера не бывает. Но откуда столько кода? И откуда в коде функции, принимающей указатели, появились инструкции с префиксом XMM? Автор, ты нас что... обманул?

Нет, на самом деле обмана нет. Давайте сначала разберемся с функцией, работающей с std::array. Там все то же самое. Круто! Мы как минимум не потеряли в скорости!

Ну, теперь — к слону в комнате. Да, во второй функции есть векторные операции. Да, они могут отработать. Да, они могут перебрать оба массива полностью. Но не всегда.

В самом начале функции длина проверяется на ноль — это мы уже видели ранее. Потом мы проверяем, не превышает ли длина наших массивов три элемента. Если нет, то смысла в векторных операциях компилятор не видит и прыгает в самый низ функции, выполняя там обычный перебор циклом.

Теперь посмотрите на маленький участок кода, следующий сразу после:",0,50
